reviewId,userName,score,thumbsUpCount,reviewCreatedVersion,time,processed_text,sentiment
734451ea-d878-4579-a240-1902cd5430a3,mohammadeisa Mangal,5,0,2020.05.31.316831277.release,2023-01-09 12:05:32,Khanmangal,0.0
2dcfe014-4bff-4040-912d-fa3f8b4c8fe2,nam mohan,5,0,2022.11.13.490644112.Release,2023-01-08 17:35:25,It's won't ask for rating 😂,0.0
56c89ab6-e74e-4a6e-9749-0346db4f8852,Hendor Endico,5,0,2022.11.13.490644112.Release,2023-01-08 03:31:49,Nice,0.4215
c4971239-a811-4aa6-b5a0-f77bbf294637,Nuru Hussan,5,0,4.9 (1271612),2023-01-07 10:22:13,Nuru husne,0.0
c254faf3-45e9-431c-b282-6d38b333ed56,Benjie Sidaya,5,0,2022.08.07.469547715.Release,2023-01-06 17:35:04,Reliable. Simple. Precise.❤,0.0
4eb6fff6-b058-44b7-af87-c34e7b5806ad,Starr Quinn,5,0,,2023-01-06 02:54:45,This Gmail app is good for receive in massage and I will always use it . so I personally would give it five star,0.4404
c839d1f0-182b-4571-a622-e64ae3c10438,Rahul dev,1,0,2022.11.13.490644112.Release,2023-01-05 11:11:49,"I'm unable to send a mail with attachment, many times i logout my email and login again but no improvement I'm suffering from this problem plz solved",-0.4215
6ebd1656-d853-4313-9081-2f33eea4c704,Syed Zaheda,5,0,2022.11.13.490644112.Release,2023-01-04 16:46:08,Nice,0.4215
fb0ac312-991a-451e-b055-dbbc75db9a59,axle prestin,5,0,2021.09.10.397347674.Release,2023-01-04 00:09:28,dreat abbd relible,0.0
9670aa96-5c20-4edd-8a0c-cc5fe26c41eb,PRINCE KUMAR,5,0,2022.11.13.490644112.Release,2023-01-03 09:11:55,Supper,0.0
a2042612-4f73-472b-b1e8-91a70e918be5,min min,5,0,2020.05.31.316831277.release,2023-01-02 14:47:48,good,0.4404
ae1c4ce1-d14b-48a5-9178-8a652a970978,Sherzai Ahmadzai,5,0,2020.11.29.346182102.Release,2023-01-01 19:38:33,Brilliant,0.5859
41ff0699-ca8f-4ad5-b5fe-c1802b6f4967,Sanjeev Arya,4,0,8.10.21.220187835.release,2023-01-01 00:31:07,Superb,0.6249
9074fbab-a890-4f85-97bd-3c1f4f8a3f66,Alka Singh,5,0,2020.05.31.316831277.release,2022-12-31 07:36:08,Nice aps,0.4215
186aaf6a-61e8-425f-adf3-a667bd1c104b,Heera Devi,5,0,8.10.21.220187835.release,2022-12-30 14:32:17,Sp,0.0
62faee57-3777-4bf5-95b4-112165e0bf13,Andres Mtz.,3,0,2022.11.13.490644112.Release,2022-12-29 21:35:38,Excellent email performance but Google reads your emails and their wokeness is bad for a free society,0.2617
bf094b1f-323a-4799-ab4f-436cc43ad7d2,david debolt,1,0,2022.05.28.455479493.Release,2022-12-29 06:05:49,"Im not much of an emailed, but im sure something is wrong with my app. Maybe set up wrong? Im not too sure, so lets do some inspection work?",-0.5803
e5ee72ba-7d88-4cf9-bcab-8cc745be4260,Dr Elijah,5,0,2022.08.21.473115440.Release,2022-12-28 13:17:57,Excellent,0.5719
cac648e7-1823-4674-9eb3-1cac6fb804f2,Anshul Mishra,4,3,2022.11.13.490644112.Release,2022-12-27 18:46:16,"Overall it's good, but I don't get it that how does it have 10b downloads. BTW, for reference world's current population is 8b.",0.2382
0f1eeb50-16b4-4216-bc8c-e030692b9e8c,Puja Yadav,5,0,2022.11.13.490644112.Release,2022-12-27 03:30:11,This app is Good but all Earth population is 8 billion people and this app downloads people are 10 Billion people what is this it means wrong,-0.4939
aa296440-1695-4a9d-9e36-e9adb2bec9e9,Akash Shuryabanshi ji,4,0,2020.11.15.344277575.Release,2022-12-26 08:52:27,All,0.0
277b7d9f-4e42-49f0-870f-1cc1df88f9a3,Cetherine Shabezu,5,0,8.10.21.220187835.release,2022-12-25 14:25:32,This is a very interesting app even though the Google server don't respond,0.4576
31542820-2099-4733-8991-f630c4b329ae,john ochaia,4,0,2022.01.09.423451891.Release,2022-12-24 23:24:39,V.good,0.0
1423f1a8-865b-48dd-b120-6ac57fb94bdb,Golam Mostofa,5,0,2022.11.13.490644112.Release,2022-12-24 07:25:08,Nice,0.4215
b46c0ccd-d97d-4906-add0-c2fa8b886077,Victor Oscar,5,0,2022.11.13.490644112.Release,2022-12-23 14:51:37,It's been a good experience so far.,0.4404
9bde9585-925a-4e0e-abaf-5a9cd6dafc20,Imtiaz Ahmad khan Khankhankhan,5,0,2022.11.13.490644112.Release,2022-12-23 00:18:16,Up,0.0
b535fa63-4795-4c42-a62f-3f00d6928da9,Hikmat Thapa,5,0,2022.11.13.490644112.Release,2022-12-22 11:42:46,How did this app get 10 billions bro world population is 8 billiom,0.0
f33c9489-322f-4481-91fd-f15cd85daa62,Olaoluwa Joseph,5,0,2022.06.26.459604605.Release,2022-12-21 19:52:55,Good,0.4404
6169921a-e486-41ac-b39e-6fa4225cf543,Suresh Suresh,5,0,5.0.1 (1642443),2022-12-21 09:25:53,The only way to,0.0
93bfdbb7-6273-44fd-a998-868abc8b0f5d,Hasnain Shahid,5,0,2022.11.13.490644112.Release,2022-12-20 17:42:34,Markeking,0.0
75ccdd35-9afc-4628-904c-b214033feb76,TANISH NEW BORTY,3,0,2022.11.13.490644112.Release,2022-12-20 09:03:06,The world population is 8B how it has 10B download,0.0
ec698536-62a3-4aad-8680-47308848cadb,Kevin Anderson,3,5,2022.11.13.490644112.Release,2022-12-19 17:34:30,"App fails to send any notifications for new emails until I've already opened the app to check manually. This is on the Pixel 7 Pro, no less.",-0.6124
ba541872-183c-4f67-a0e1-983c54ae09c6,Suborna Hasan,5,0,2021.07.25.389783595.Release,2022-12-19 07:22:35,Nice apps 👌,0.4215
e9b78e73-05c1-4fbf-b803-8cc3715ad5fd,salman Khan,5,0,2022.08.07.469547715.Release,2022-12-18 14:31:35,Pp,0.0
d2712b12-5651-4864-a3af-0b7bf49c9527,David Dermott,4,4,2022.10.16.486292356.Release,2022-12-18 01:43:27,"The app is fine by me. The main problem that I have is WHY does it sometimes take DAYS to update. Update is Pending, is Pending, is Pending, is Pending. Does get more than a little annoying. Before you say it, NO it's not the WiFi signal, speed, or connection. On all other apps it's fine.",-0.6911
e1a02218-a1be-40f3-8021-b7595a8688ea,Tullo Masanja,4,0,2022.11.13.490644112.Release,2022-12-17 09:23:44,Good,0.4404
03d101a6-c92d-43e0-ae35-b89717dc0e43,Hunter Gaming,1,0,2022.10.30.491445474.Release,2022-12-16 15:29:12,There aren't as much as people that live on earth than this app has been downloaded by. Aliens?,0.0
f97402b5-bb81-464c-92e8-54fcf7bb483a,Mian G,5,0,2019.10.20.278647676.release,2022-12-15 21:06:19,My facebook and crowm not working,0.0
f0eee897-18d7-4eb0-a717-db4a802c6e83,musingunzi francis,1,0,2022.11.13.490644112.Release,2022-12-15 08:36:17,Good appreciate,0.6808
63dd5916-f671-4c0b-bf98-981e51f61e11,Mohd Zeshan,1,0,2022.10.30.488439685.Release,2022-12-14 15:33:35,Your service is very bad 😞😞,-0.5849
2b12c877-715d-4d04-a606-c47ecaa30576,Don Kleppinger,1,0,2022.11.13.490644112.Release,2022-12-13 23:39:20,Uses too much inter storage and can't use SD card,0.0
d87678d5-43ba-4f4e-bdfc-49a160c72730,Muwla Brother,5,0,4.9 (1271612),2022-12-13 09:35:40,hofj,0.0
60aa84a2-6153-4ab8-94c1-376662251dcb,MdSaharul Islamsagor,5,0,2022.04.17.446322006.Release,2022-12-12 15:59:04,Super app,0.5994
fc1f7ce6-a752-4b66-9326-a9a972e744ec,Robert,2,0,2022.10.30.488439685.Release,2022-12-11 23:54:33,No good,0.1779
094e6839-2b67-40f0-a78a-8b621a20f05f,Raju Agarwal,3,0,2022.10.30.488439685.Release,2022-12-11 07:28:51,एक बीवीftn mm BB tएमएमएम से एमएमएम एमएम कीवी एफसी वीसी वीसीकेके पू नाइट जबl,0.0
412ca421-2c2c-4597-b896-2c2508873e55,Chaminda Karunasena,5,0,2022.10.30.488439685.Release,2022-12-10 15:49:05,Good experience,0.4404
c0000565-01c5-4d39-a37d-c3ed41db6d59,Dinesh Amgoth,1,0,2022.11.13.490644112.Release,2022-12-10 02:44:17,"Hey Google, you seriously need to double check your spam filtering algorithm. Why are my important mails are filtered as spam? I recently got a job interview mail which was in my spam folder.",-0.7506
